"pno","pname","pcontent","pexpire","pprice","ppic","pdiv"
30,[베이징 7일]시크릿 특가!호우하이/일단공원/만리장성/자금성/이화원/천단_바로 출발!,"<p>&nbsp;</p>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>아이스 스케이팅, 공원 및 밤문화, 호우하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/houhai.jpg"" style=""height:512px; width:800px"" /></strong></h3>

<h3><strong>중국 도심 속 자연 공원, 일단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ildanPark.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>유네스코 지정 세계 문화유산으로 지정된 중국의 황실 궁전 자금성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jaguem.png"" style=""height:532px; width:800px"" /></strong></h3>

<h3><strong>중국 최고의 건축물이자, 세계 문화유산인 만리장성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/manri.jpg"" style=""height:387px; width:800px"" /></strong></h3>

<h3><strong>옛 황제들이 신을 향해 제사를 드렸던 곳, 유네스코 문화유산 지정!, 천단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chundan.jpg"" style=""height:525px; width:800px"" /></strong></h3>

<h3><strong>중국에서 가장 보존이 잘되어 있는 정원공원이자 서태후의 여름 별장 이화원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ehwawon.png"" style=""height:540px; width:800px"" /></strong></h3>
","2020-04-07",315660000,/2020/05/14/e45c6bff-0abd-4862-9f1e-a262a86ff583_ildanPark.jpg,0
31,[베이징 3일]시크릿 특가!천안문광장/명십왕릉_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국의 상징이자 랜드마크인 중화 민주화 운동의 상징 천안문광장</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chunanmoon.jpg"" style=""height:503px; width:800px"" /></strong></h3>

<h3><strong>중국 고대 황제들과 영웅들이 잠들어 있는 곳, 명십 왕릉</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/myungship.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-08",59780000,/2020/05/14/62fd91d8-97e9-482f-94b0-624d88134994_chunanmoon.jpg,0
32,[베이징 5일]시크릿 특가!징산공원/원명원/베이하이/옹화궁_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>청나라 시대의 이궁, 원명원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/wonmyung.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>10세기에 지어진 황실의 정원, 베이하이 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beyhi.jpg"" style=""height:478px; width:800px"" /></strong></h3>

<h3><br />
<strong>옛 원나라 황궁의 위엄, 징산 공원&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/zingsan.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>사원, 불교, 대왕 판다, 수도원 및 건축, 옹화궁</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/yongwha.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-08",192230000,/2020/05/14/5fcafd94-2f0a-4aaa-bcee-4b9d902b21ed_zingsan.jpg,0
33,[베이징 7일]시크릿 특가!고루종루/베이징동물원/정양문/국가박물관/798예술구/거용관_바로 출발!,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>시간을 알리기 위해 사용된 곳, 고루와 종루</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/goru.jpg"" style=""height:444px; width:800px"" /></strong></h3>

<h3><strong>중국의 명승고적, 정양문&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jyungyang.jpg"" style=""height:572px; width:800px"" /></strong></h3>

<h3><strong>매년 6백만명 이상의 관광이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /></strong></h3>

<h3><strong>만리장성에 설치된 관문이자 요새, 거용관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/geoyong.jpg"" style=""height:417px; width:800px"" /></strong></h3>
","2020-04-08",314990000,/2020/05/14/72d3c342-6c98-41bd-bfc8-941093004ae4_goru.jpg,0
34,[베이징 3일]시크릿 특가!스차하이/공왕부_바로 출발,"<p>&nbsp;</p>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>베이징의 역사적 장소, 스차하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chahai.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 공칭왕부, 공왕부</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/gongwangbu.jpg"" style=""height:602px; width:800px"" /></strong></h3>
","2020-04-09",59750000,/2020/05/14/b18ee9f5-ccc3-47bd-b44a-ae89a3c555ec_gongwangbu.jpg,0
35,[베이징 5일]시크릿 특가!세계공원/오페라극장/환러구/태묘_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>공원 및 사적, 베이징 세계공원</strong></h3>

<h3><br />
<strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/saekyaepark.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3><strong>놀이공원, 롤러코스터, 베이징 환러구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/hwanreohu.png"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>샤를 드골 공항 설계자가 건축한 북경 오페라 하우스</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/opera.jpg"" style=""height:531px; width:800px"" /></strong></h3>

<h3><br />
<strong>건축, 사원, 미술관, 예술 및 역사, 태묘<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/teamyo.jpg"" style=""height:600px; width:800px"" /></strong></h3>

<p>&nbsp;</p>

<p>&nbsp;</p>
","2020-04-09",192830000,/2020/05/14/18fea18e-2fb0-4d10-a1b6-7513717b2494_opera.jpg,0
36,[베이징 7일]시크릿 특가!루거우차오/인민대회당/수도박물관/베이징식물원/골동품시장/올림픽공원_바로 출발!,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>역사 및 강, 루거우차오<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/lugeouchao.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>건축, 음악회, 박물관 및 연극, 인민대회당</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/inmin.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>대형 박물관, 수도 박물관&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/sudo.jpg"" style=""height:514px; width:800px"" /></strong></h3>

<h3><strong>식물원에 가고 싶다면, 베이징 식물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/botanical.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국 골동품은 어디? 판자위엔 골동품 시장<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/panzawuen.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3><strong>베이징 올림픽을 느끼고 싶다면, 베이징 올림픽 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/olympic.jpg"" style=""height:490px; width:800px"" /></strong></h3>
","2020-04-09",314870000,/2020/05/14/64a8abfe-e942-42d8-9d8f-b01e996425cf_botanical.jpg,0
37,[베이징 3일]시크릿 특가일단공원/호우하이_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>중국 도심 속 자연 공원, 일단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ildanPark.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>아이스 스케이팅, 공원 및 밤문화, 호우하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/houhai.jpg"" style=""height:512px; width:800px"" /></strong></h3>
","2020-04-10",59700000,/2020/05/14/5f1746fe-ee9b-411d-bb08-67b3293034bb_houhai.jpg,0
38,[베이징 5일]시크릿 특가!만리장성/자금성/이화원/천단_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>유네스코 지정 세계 문화유산으로 지정된 중국의 황실 궁전 자금성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jaguem.png"" style=""height:532px; width:800px"" /></strong></h3>

<h3><strong>중국 최고의 건축물이자, 세계 문화유산인 만리장성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/manri.jpg"" style=""height:387px; width:800px"" /></strong></h3>

<h3><strong>옛 황제들이 신을 향해 제사를 드렸던 곳, 유네스코 문화유산 지정!, 천단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chundan.jpg"" style=""height:525px; width:800px"" /></strong></h3>

<h3><strong>중국에서 가장 보존이 잘되어 있는 정원공원이자 서태후의 여름 별장 이화원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ehwawon.png"" style=""height:540px; width:800px"" /></strong></h3>
","2020-04-10",193180000,/2020/05/14/3715fc43-990f-489d-8750-d8a942ab11ad_chundan.jpg,0
39,[베이징 7일]시크릿 특가!천안문광장/명십왕릉/징산공원/베이하이/옹화궁/원명원_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국의 상징이자 랜드마크인 중화 민주화 운동의 상징 천안문광장</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chunanmoon.jpg"" style=""height:503px; width:800px"" /></strong></h3>

<h3><strong>중국 고대 황제들과 영웅들이 잠들어 있는 곳, 명십 왕릉</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/myungship.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>청나라 시대의 이궁, 원명원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/wonmyung.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>10세기에 지어진 황실의 정원, 베이하이 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beyhi.jpg"" style=""height:478px; width:800px"" /></strong></h3>

<h3><strong>사원, 불교, 대왕 판다, 수도원 및 건축, 옹화궁</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/yongwha.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-10",314660000,/2020/05/14/7289792f-b0a3-446c-8132-7181b4d84f84_beyhi.jpg,0
40,[베이징 3일]시크릿 특가!고루종루/베이징동물원_바로 출발,"<p>&nbsp;</p>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>시간을 알리기 위해 사용된 곳, 고루와 종루</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/goru.jpg"" style=""height:444px; width:800px"" /></strong></h3>

<h3><br />
<strong>매년 6백만명 이상의 관광이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-11",59900000,/2020/05/14/c0ad7d22-865b-45e7-8199-6e339ec901ac_beijing.jpg,0
41,[베이징 5일]시크릿 특가!정양문/국가박물관/798예술구/거용관_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>중국의 명승고적, 정양문&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jyungyang.jpg"" style=""height:572px; width:800px"" /></strong></h3>

<h3><strong>중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /></strong></h3>

<h3><strong>만리장성에 설치된 관문이자 요새, 거용관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/geoyong.jpg"" style=""height:417px; width:800px"" /></strong></h3>
","2020-04-11",192380000,/2020/05/14/f6df2425-301a-4a7d-a631-fc19a143990b_jyungyang.jpg,0
42,[베이징 7일]시크릿 특가!798예술구/거용관/스차하이/공왕부/세계공원/오페라하우스_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3>&nbsp;</h3>

<h3><strong>만리장성에 설치된 관문이자 요새, 거용관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/geoyong.jpg"" style=""height:417px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>베이징의 역사적 장소, 스차하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chahai.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>청나라 공칭왕부, 공왕부</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/gongwangbu.jpg"" style=""height:602px; width:800px"" /></strong></h3>

<h3><br />
<strong>공원 및 사적, 베이징 세계공원</strong></h3>

<h3><br />
<strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/saekyaepark.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>샤를 드골 공항 설계자가 건축한 북경 오페라 하우스</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/opera.jpg"" style=""height:531px; width:800px"" /></strong></h3>
","2020-04-11",315060000,/2020/05/14/eec2423b-da83-4e90-8045-091f1e923fe9_saekyaepark.jpg,0
43,[베이징 3일]시크릿 특가!환러구/태묘_바로 출발,"<p>&nbsp;</p>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>놀이공원, 롤러코스터, 베이징 환러구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/hwanreohu.png"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>건축, 사원, 미술관, 예술 및 역사, 태묘<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/teamyo.jpg"" style=""height:600px; width:800px"" /></strong></h3>
","2020-04-12",60100000,/2020/05/14/09536d51-1957-4555-ac8d-40503818df19_teamyo.jpg,0
44,[베이징 5일]시크릿 특가!루거우차오/인민대회당/수도박물관/베이징식물원_바로 출발!,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>역사 및 강, 루거우 차오</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/lugeouchao.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>건축, 음악회, 박물관 및 연극, 인민대회당</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/inmin.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>대형 박물관, 수도 박물관&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/sudo.jpg"" style=""height:514px; width:800px"" /></strong></h3>

<h3><strong>식물원에 가고 싶다면, 베이징 식물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/botanical.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-12",192460000,/2020/05/14/c78acfc6-1b6e-4fa4-9742-a3b99681f520_botanical.jpg,0
45,[베이징 5일]시크릿 특가!골동품시장/올림픽공원/호우하이/일단공원/만리장성/자금성/이화원_바로 출발,"<h3>&nbsp;</h3>

<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국 골동품은 어디? 판자위엔 골동품 시장<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/panzawuen.jpg"" style=""height:534px; width:800px"" /></strong></h3>

<h3><strong>베이징 올림픽을 느끼고 싶다면, 베이징 올림픽 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/olympic.jpg"" style=""height:490px; width:800px"" /></strong></h3>

<h3><strong>아이스 스케이팅, 공원 및 밤문화, 호우하이</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/houhai.jpg"" style=""height:512px; width:800px"" /></strong></h3>

<h3><strong>베이징 도심 속 산책, 일단 공원<br />
<img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ildanPark.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>유네스코 지정 세계 문화유산으로 지정된 중국의 황실 궁전 자금성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jaguem.png"" style=""height:532px; width:800px"" /></strong></h3>

<h3><strong>중국 최고의 건축물이자, 세계 문화유산인 만리장성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/manri.jpg"" style=""height:387px; width:800px"" /></strong></h3>

<h3><strong>중국에서 가장 보존이 잘되어 있는 정원공원이자 서태후의 여름 별장 이화원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/ehwawon.png"" style=""height:540px; width:800px"" /></strong></h3>
","2020-04-12",315600000,/2020/05/14/adf0b4e0-d3e5-4768-be28-353f90864b6f_ewhawon.png,0
46,[베이징 3일]시크릿 특가!천단/천안문광장_바로 출발,"<h3>&nbsp;</h3>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>옛 황제들이 신을 향해 제사를 드렸던 곳, 유네스코 문화유산 지정!, 천단 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chundan.jpg"" style=""height:525px; width:800px"" /></strong></h3>

<h3><br />
<strong>중국의 상징이자 랜드마크인 중화 민주화 운동의 상징 천안문광장</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/chunanmoon.jpg"" style=""height:503px; width:800px"" /></strong></h3>
","2020-04-13",59900000,/2020/05/14/b8488de0-5234-4f1a-87a0-c942439cbec8_chundan.jpg,0
47,[베이징 5일]시크릿 특가!명십왕릉/징산공원/베이하이/옹화궁_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>중국 고대 황제들과 영웅들이 잠들어 있는 곳, 명십 왕릉</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/myungship.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>옛 원나라 황궁의 위엄, 징산 공원&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/zingsan.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>10세기에 지어진 황실의 정원, 베이하이 공원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beyhi.jpg"" style=""height:478px; width:800px"" /></strong></h3>

<h3><strong>사원, 불교, 대왕 판다, 수도원 및 건축, 옹화궁</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/yongwha.jpg"" style=""height:533px; width:800px"" /></strong></h3>
","2020-04-13",192180000,/2020/05/14/fca639ee-c3de-491a-ab68-63e8eb32b38c_yongwha.jpg,0
48,[베이징 7일]시크릿 특가!원명원/고루종루/베이징동물원/정양문/국가박물관/798예술구_바로 출발,"<p>&nbsp;</p>

<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3><strong>청나라 시대의 이궁, 원명원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/wonmyung.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>중국의 신예 예술가들의 혼이 깃들어 있는 베이징의 소호 거리 798예술구</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/789.jpg"" style=""height:599px; width:800px"" /></strong></h3>

<h3><strong>중국 첫 현대 국립 박물관, 국가 박물관</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/national.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><br />
<strong>매년 6백만명 이상의 관광이 찾는 베이징 동물원</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/beijing.jpg"" style=""height:533px; width:800px"" /></strong></h3>

<h3><strong>중국의 명승고적, 정양문&nbsp;</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jyungyang.jpg"" style=""height:572px; width:800px"" /></strong></h3>

<h3><strong>시간을 알리기 위해 사용된 곳, 고루와 종루</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/goru.jpg"" style=""height:444px; width:800px"" /></strong></h3>
","2020-04-13",314860000,/2020/05/14/6cff9dae-0ed8-4849-a372-411394c7b944_goru.jpg,0
49,[베이징 3일]시크릿 특가!만리장성/자금성_바로 출발,"<h3><strong>여행 전 기간 5성급 호텔 Happy Dragon 숙박!</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/happyDragon.jpg"" style=""height:480px; width:800px"" /></strong></h3>

<h3>&nbsp;</h3>

<h3><strong>유네스코 지정 세계 문화유산으로 지정된 중국의 황실 궁전 자금성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/jaguem.png"" style=""height:532px; width:800px"" /></strong></h3>

<h3><strong>중국 최고의 건축물이자, 세계 문화유산인 만리장성</strong></h3>

<h3><strong><img alt="""" src=""http://localhost:8080/tourland/resources/images/china/manri.jpg"" style=""height:387px; width:800px"" /></strong></h3>

<p>&nbsp;</p>

<p>&nbsp;</p>
","2020-04-14",60300000,/2020/05/15/daaf377b-d62e-40e6-af12-b258c309a828_manri2.jpg,0
